category,Niederschlag (6 bis 6 UTC)
Fr 01.04.,8.5
Sa 02.04.,8.7
So 03.04.,0.2
Mo 04.04.,1.1
Di 05.04.,3.3
Mi 06.04.,0.1
Do 07.04.,7.7
Fr 08.04.,5.8
Sa 09.04.,0.3
So 10.04.,0
Mo 11.04.,0
Di 12.04.,0
Mi 13.04.,0
Do 14.04.,5.3
Fr 15.04.,0
Sa 16.04.,0
So 17.04.,0
Mo 18.04.,0
Di 19.04.,0
Mi 20.04.,0
Do 21.04.,0
Fr 22.04.,0
Sa 23.04.,0
So 24.04.,2.1
Mo 25.04.,7.1
Di 26.04.,13.5
Mi 27.04.,0.1
Do 28.04.,0
Fr 29.04.,0
Sa 30.04.,1.5
So 01.05.,1
Mo 02.05.,1
Di 03.05.,1.4
Mi 04.05.,28.9
Do 05.05.,9.6
Fr 06.05.,0.9
Sa 07.05.,4
So 08.05.,0.1
Mo 09.05.,0
Di 10.05.,0
Mi 11.05.,0
Do 12.05.,2.3
Fr 13.05.,17.7
Sa 14.05.,0
So 15.05.,0
Mo 16.05.,6.3
Di 17.05.,0
Mi 18.05.,0
Do 19.05.,1.3
Fr 20.05.,2.3
Sa 21.05.,0
So 22.05.,0
Mo 23.05.,20.5
Di 24.05.,14.7
Mi 25.05.,3.3
Do 26.05.,0
Fr 27.05.,0.2
Sa 28.05.,0
So 29.05.,5.7
Mo 30.05.,0
Di 31.05.,0.9
Mi 01.06.,0.5
Do 02.06.,0
Fr 03.06.,31.7
Sa 04.06.,0
So 05.06.,19.9
Mo 06.06.,6.8
Di 07.06.,11.8
Mi 08.06.,8.5
Do 09.06.,8.4
Fr 10.06.,0
Sa 11.06.,0
So 12.06.,4.8
Mo 13.06.,0
Di 14.06.,0
Mi 15.06.,0
Do 16.06.,0.5
Fr 17.06.,0
Sa 18.06.,0
So 19.06.,0
Mo 20.06.,0
Di 21.06.,0.8
Mi 22.06.,0.1
Do 23.06.,1.5
Fr 24.06.,23.4
Sa 25.06.,0
So 26.06.,0
Mo 27.06.,9.9
Di 28.06.,1.1
Mi 29.06.,0.1
Do 30.06.,0.2
