category,Niederschlag (6 bis 6 UTC)
Do 01.01.,0.2
Fr 02.01.,0
Sa 03.01.,0
So 04.01.,0
Mo 05.01.,0
Di 06.01.,0
Mi 07.01.,0.3
Do 08.01.,0
Fr 09.01.,0
Sa 10.01.,0
So 11.01.,0
Mo 12.01.,0
Di 13.01.,0
Mi 14.01.,0
Do 15.01.,0
Fr 16.01.,0
Sa 17.01.,0
So 18.01.,1.1
Mo 19.01.,2.4
Di 20.01.,12.7
Mi 21.01.,3.6
Do 22.01.,0
Fr 23.01.,2.8
Sa 24.01.,0
So 25.01.,0
Mo 26.01.,0
Di 27.01.,0.1
Mi 28.01.,1.4
Do 29.01.,0
Fr 30.01.,0
Sa 31.01.,0
So 01.02.,0
Mo 02.02.,0
Di 03.02.,0
Mi 04.02.,0
Do 05.02.,0
Fr 06.02.,0
Sa 07.02.,0
So 08.02.,1.8
Mo 09.02.,2.9
Di 10.02.,0.6
Mi 11.02.,0
Do 12.02.,0.5
Fr 13.02.,0.1
Sa 14.02.,0
So 15.02.,0
Mo 16.02.,0.9
Di 17.02.,5
Mi 18.02.,0
Do 19.02.,0.1
Fr 20.02.,4.2
Sa 21.02.,2.7
So 22.02.,1.7
Mo 23.02.,4.7
Di 24.02.,4
Mi 25.02.,0
Do 26.02.,2
Fr 27.02.,0.7
Sa 28.02.,0
So 01.03.,0.1
Mo 02.03.,3.5
Di 03.03.,1.6
Mi 04.03.,0
Do 05.03.,5.6
Fr 06.03.,1.9
Sa 07.03.,0.9
So 08.03.,5.8
Mo 09.03.,0.4
Di 10.03.,3.7
Mi 11.03.,0.7
Do 12.03.,7.7
Fr 13.03.,0.1
Sa 14.03.,1.9
So 15.03.,0.1
Mo 16.03.,0
Di 17.03.,0
Mi 18.03.,0
Do 19.03.,0.3
Fr 20.03.,0
Sa 21.03.,0
So 22.03.,0
Mo 23.03.,3.5
Di 24.03.,1.3
Mi 25.03.,5.5
Do 26.03.,6.3
Fr 27.03.,1.4
Sa 28.03.,1.5
So 29.03.,8.9
Mo 30.03.,0.2
Di 31.03.,0
Mi 01.04.,0
Do 02.04.,0
Fr 03.04.,0
Sa 04.04.,0
So 05.04.,0
Mo 06.04.,0
Di 07.04.,0
Mi 08.04.,0
Do 09.04.,0
Fr 10.04.,0
Sa 11.04.,0
So 12.04.,0
Mo 13.04.,0
Di 14.04.,0
Mi 15.04.,0
Do 16.04.,4.9
Fr 17.04.,2.5
Sa 18.04.,0.7
So 19.04.,0
Mo 20.04.,0
Di 21.04.,0
Mi 22.04.,0
Do 23.04.,5.9
Fr 24.04.,0
Sa 25.04.,0
So 26.04.,0
Mo 27.04.,0
Di 28.04.,3.2
Mi 29.04.,4.4
Do 30.04.,2
