category,Niederschlag (6 bis 6 UTC)
Do 01.04.,0.3
Fr 02.04.,0
Sa 03.04.,0
So 04.04.,0
Mo 05.04.,1
Di 06.04.,3.3
Mi 07.04.,0.9
Do 08.04.,0
Fr 09.04.,0
Sa 10.04.,0
So 11.04.,0.4
Mo 12.04.,3.8
Di 13.04.,0.1
Mi 14.04.,0
Do 15.04.,0.1
Fr 16.04.,0
Sa 17.04.,0.1
So 18.04.,0.1
Mo 19.04.,4
Di 20.04.,1.1
Mi 21.04.,0
Do 22.04.,0
Fr 23.04.,0
Sa 24.04.,0
So 25.04.,0
Mo 26.04.,0
Di 27.04.,0
Mi 28.04.,0
Do 29.04.,3.4
Fr 30.04.,2.3
Sa 01.05.,24.4
So 02.05.,1.4
Mo 03.05.,0
Di 04.05.,3.2
Mi 05.05.,4.9
Do 06.05.,12.2
Fr 07.05.,3.5
Sa 08.05.,0
So 09.05.,0
Mo 10.05.,0
Di 11.05.,16.8
Mi 12.05.,8.9
Do 13.05.,3.2
Fr 14.05.,3.8
Sa 15.05.,1.3
So 16.05.,0
Mo 17.05.,6.6
Di 18.05.,3.1
Mi 19.05.,1
Do 20.05.,1.4
Fr 21.05.,14.7
Sa 22.05.,1.2
So 23.05.,3.3
Mo 24.05.,7.5
Di 25.05.,0
Mi 26.05.,5
Do 27.05.,1.5
Fr 28.05.,0
Sa 29.05.,0
So 30.05.,0
Mo 31.05.,0
Di 01.06.,0
Mi 02.06.,0
Do 03.06.,0
Fr 04.06.,0
Sa 05.06.,5.6
So 06.06.,1.4
Mo 07.06.,0
Di 08.06.,0
Mi 09.06.,2.6
Do 10.06.,0.1
Fr 11.06.,0
Sa 12.06.,0
So 13.06.,0
Mo 14.06.,0
Di 15.06.,0
Mi 16.06.,0
Do 17.06.,0
Fr 18.06.,0
Sa 19.06.,0
So 20.06.,0
Mo 21.06.,21.3
Di 22.06.,15.4
Mi 23.06.,36.9
Do 24.06.,7.7
Fr 25.06.,0
Sa 26.06.,0
So 27.06.,0
Mo 28.06.,30.4
Di 29.06.,31.1
Mi 30.06.,4.5
