category,Niederschlag (6 bis 6 UTC)
Fr 01.01.,0
Sa 02.01.,0
So 03.01.,0
Mo 04.01.,0
Di 05.01.,0
Mi 06.01.,4.9
Do 07.01.,5.9
Fr 08.01.,3.7
Sa 09.01.,0
So 10.01.,0
Mo 11.01.,0
Di 12.01.,2.3
Mi 13.01.,0.4
Do 14.01.,4.6
Fr 15.01.,0
Sa 16.01.,0
So 17.01.,0
Mo 18.01.,0
Di 19.01.,0
Mi 20.01.,0
Do 21.01.,0
Fr 22.01.,1.9
Sa 23.01.,0
So 24.01.,3.3
Mo 25.01.,0.6
Di 26.01.,0.2
Mi 27.01.,0.6
Do 28.01.,1.5
Fr 29.01.,7.4
Sa 30.01.,0
So 31.01.,0
Mo 01.02.,0
Di 02.02.,0
Mi 03.02.,0
Do 04.02.,0
Fr 05.02.,0
Sa 06.02.,0
So 07.02.,0
Mo 08.02.,0
Di 09.02.,0
Mi 10.02.,0
Do 11.02.,0
Fr 12.02.,0
Sa 13.02.,0
So 14.02.,0
Mo 15.02.,0
Di 16.02.,0.4
Mi 17.02.,6.2
Do 18.02.,0
Fr 19.02.,2.1
Sa 20.02.,4.1
So 21.02.,2.7
Mo 22.02.,0.6
Di 23.02.,1.8
Mi 24.02.,2.4
Do 25.02.,0
Fr 26.02.,0
Sa 27.02.,0
So 28.02.,0
Mo 01.03.,0
Di 02.03.,0.9
Mi 03.03.,3.9
Do 04.03.,1.6
Fr 05.03.,0.5
Sa 06.03.,9.2
So 07.03.,1.5
Mo 08.03.,0
Di 09.03.,0
Mi 10.03.,0
Do 11.03.,0
Fr 12.03.,0
Sa 13.03.,0
So 14.03.,0
Mo 15.03.,0
Di 16.03.,0.1
Mi 17.03.,6.1
Do 18.03.,0
Fr 19.03.,0
Sa 20.03.,0
So 21.03.,0
Mo 22.03.,0.7
Di 23.03.,2.3
Mi 24.03.,1.2
Do 25.03.,0.6
Fr 26.03.,0.4
Sa 27.03.,2
So 28.03.,0.3
Mo 29.03.,0.3
Di 30.03.,0
Mi 31.03.,0
Do 01.04.,0
Fr 02.04.,0.8
Sa 03.04.,1.3
So 04.04.,0
Mo 05.04.,8.3
Di 06.04.,9.3
Mi 07.04.,1.8
Do 08.04.,0.8
Fr 09.04.,0
Sa 10.04.,7.8
So 11.04.,7.6
Mo 12.04.,1.5
Di 13.04.,0
Mi 14.04.,0
Do 15.04.,0.6
Fr 16.04.,5
Sa 17.04.,4.3
So 18.04.,2.6
Mo 19.04.,0.2
Di 20.04.,0
Mi 21.04.,0
Do 22.04.,0
Fr 23.04.,0
Sa 24.04.,0
So 25.04.,0
Mo 26.04.,0
Di 27.04.,0
Mi 28.04.,0
Do 29.04.,0
Fr 30.04.,0
