category,Niederschlag (6 bis 6 UTC)
Mi 01.01.,0
Do 02.01.,0
Fr 03.01.,1.9
Sa 04.01.,0.8
So 05.01.,0
Mo 06.01.,0
Di 07.01.,1.6
Mi 08.01.,0
Do 09.01.,0
Fr 10.01.,0.9
Sa 11.01.,0
So 12.01.,0
Mo 13.01.,0
Di 14.01.,0
Mi 15.01.,0
Do 16.01.,0
Fr 17.01.,4.9
Sa 18.01.,2.9
So 19.01.,1.9
Mo 20.01.,0
Di 21.01.,0
Mi 22.01.,0
Do 23.01.,0
Fr 24.01.,0
Sa 25.01.,0
So 26.01.,1.4
Mo 27.01.,0.2
Di 28.01.,2.2
Mi 29.01.,2.2
Do 30.01.,2.2
Fr 31.01.,0
Sa 01.02.,10
So 02.02.,31.1
Mo 03.02.,34.8
Di 04.02.,2
Mi 05.02.,0
Do 06.02.,0
Fr 07.02.,0
Sa 08.02.,0
So 09.02.,0
Mo 10.02.,10.3
Di 11.02.,2
Mi 12.02.,0.8
Do 13.02.,4.5
Fr 14.02.,0
Sa 15.02.,0
So 16.02.,0
Mo 17.02.,0.7
Di 18.02.,0
Mi 19.02.,0.4
Do 20.02.,0.6
Fr 21.02.,0
Sa 22.02.,0.6
So 23.02.,10.5
Mo 24.02.,1.5
Di 25.02.,0.2
Mi 26.02.,2.3
Do 27.02.,6.7
Fr 28.02.,0
Sa 29.02.,2.5
So 01.03.,3.5
Mo 02.03.,2.1
Di 03.03.,1.3
Mi 04.03.,0
Do 05.03.,5.5
Fr 06.03.,0.2
Sa 07.03.,0.3
So 08.03.,0.5
Mo 09.03.,1.3
Di 10.03.,14.7
Mi 11.03.,0
Do 12.03.,2.2
Fr 13.03.,1.6
Sa 14.03.,0
So 15.03.,0
Mo 16.03.,0
Di 17.03.,0
Mi 18.03.,0
Do 19.03.,0
Fr 20.03.,16.5
Sa 21.03.,10.6
So 22.03.,0
Mo 23.03.,0
Di 24.03.,0
Mi 25.03.,0
Do 26.03.,0
Fr 27.03.,0
Sa 28.03.,0
So 29.03.,0.7
Mo 30.03.,0
Di 31.03.,0
