category,Niederschlag (6 bis 6 UTC)
Di 01.09.,0
Mi 02.09.,0.5
Do 03.09.,1.4
Fr 04.09.,7.3
Sa 05.09.,0.4
So 06.09.,0
Mo 07.09.,0.8
Di 08.09.,0.2
Mi 09.09.,0
Do 10.09.,0
Fr 11.09.,0.3
Sa 12.09.,0.1
So 13.09.,0.3
Mo 14.09.,5.9
Di 15.09.,0
Mi 16.09.,0
Do 17.09.,0
Fr 18.09.,0
Sa 19.09.,0.2
So 20.09.,0
Mo 21.09.,0
Di 22.09.,0
Mi 23.09.,0.6
Do 24.09.,0
Fr 25.09.,0
Sa 26.09.,0
So 27.09.,0
Mo 28.09.,6.9
Di 29.09.,20.9
Mi 30.09.,0.6
Do 01.10.,0.1
Fr 02.10.,0
Sa 03.10.,0.9
So 04.10.,0
Mo 05.10.,0
Di 06.10.,21.1
Mi 07.10.,0.5
Do 08.10.,0
Fr 09.10.,2.2
Sa 10.10.,0.2
So 11.10.,0
Mo 12.10.,0
Di 13.10.,0
Mi 14.10.,0
Do 15.10.,0.4
Fr 16.10.,1
Sa 17.10.,14.9
So 18.10.,1.8
Mo 19.10.,0
Di 20.10.,2.4
Mi 21.10.,10.9
Do 22.10.,1.3
Fr 23.10.,4
Sa 24.10.,3.2
So 25.10.,12
Mo 26.10.,1
Di 27.10.,7.4
Mi 28.10.,21.8
Do 29.10.,0
Fr 30.10.,4
Sa 31.10.,0.5
So 01.11.,0
Mo 02.11.,3
Di 03.11.,8.7
Mi 04.11.,5.1
Do 05.11.,0.2
Fr 06.11.,0.2
Sa 07.11.,0
So 08.11.,4.7
Mo 09.11.,0
Di 10.11.,3.7
Mi 11.11.,7.1
Do 12.11.,1.8
Fr 13.11.,5.1
Sa 14.11.,3.4
So 15.11.,13.2
Mo 16.11.,12
Di 17.11.,0
Mi 18.11.,1.6
Do 19.11.,1.8
Fr 20.11.,0.4
Sa 21.11.,11.3
So 22.11.,5.6
Mo 23.11.,0
Di 24.11.,0
Mi 25.11.,0
Do 26.11.,15.8
Fr 27.11.,0.7
Sa 28.11.,15.5
So 29.11.,12.1
Mo 30.11.,0
Di 01.12.,0
Mi 02.12.,0
Do 03.12.,4.4
Fr 04.12.,7.6
Sa 05.12.,9.8
So 06.12.,0
Mo 07.12.,7.6
Di 08.12.,0.8
Mi 09.12.,1
Do 10.12.,0.1
Fr 11.12.,3.6
Sa 12.12.,6.4
So 13.12.,0
Mo 14.12.,0
Di 15.12.,0
Mi 16.12.,0
Do 17.12.,0
Fr 18.12.,0
Sa 19.12.,0
So 20.12.,1.8
Mo 21.12.,6.8
Di 22.12.,0
Mi 23.12.,0
Do 24.12.,0
Fr 25.12.,0
Sa 26.12.,0
So 27.12.,0
Mo 28.12.,0
Di 29.12.,0
Mi 30.12.,0
Do 31.12.,0
